"Plot Title: Goose"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 10636493, SEN S/N: 10636493)","Intensity, Lux (LGR S/N: 10636493, SEN S/N: 10636493)","Host Connected (LGR S/N: 10636493)","Coupler Attached (LGR S/N: 10636493)","Stopped (LGR S/N: 10636493)","End Of File (LGR S/N: 10636493)"
458,05/04/18 12:10:00 PM,36.620,187379.0,,,,
459,05/04/18 12:20:00 PM,37.494,187379.0,,,,
460,05/04/18 12:30:00 PM,36.946,187379.0,,,,
461,05/04/18 12:40:00 PM,36.946,187379.0,,,,
462,05/04/18 12:50:00 PM,37.384,187379.0,,,,
463,05/04/18 01:00:00 PM,37.824,187379.0,,,,
464,05/04/18 01:10:00 PM,37.274,187379.0,,,,
465,05/04/18 01:20:00 PM,39.163,187379.0,,,,
466,05/04/18 01:30:00 PM,36.620,187379.0,,,,
467,05/04/18 01:40:00 PM,35.328,176356.7,,,,
468,05/04/18 01:50:00 PM,35.864,121245.2,,,,
469,05/04/18 02:00:00 PM,34.374,143289.8,,,,
470,05/04/18 02:10:00 PM,33.743,121245.2,,,,
471,05/04/18 02:20:00 PM,32.291,137778.7,,,,
472,05/04/18 02:30:00 PM,33.222,137778.7,,,,
473,05/04/18 02:40:00 PM,32.911,154312.1,,,,
474,05/04/18 02:50:00 PM,35.009,159823.3,,,,
475,05/04/18 03:00:00 PM,35.115,159823.3,,,,
476,05/04/18 03:10:00 PM,35.115,154312.1,,,,
477,05/04/18 03:20:00 PM,35.649,154312.1,,,,
478,05/04/18 03:30:00 PM,35.542,143289.8,,,,
479,05/04/18 03:40:00 PM,35.009,137778.7,,,,
480,05/04/18 03:50:00 PM,36.403,137778.7,,,,
481,05/04/18 04:00:00 PM,31.268,82667.2,,,,
482,05/04/18 04:10:00 PM,29.252,38578.0,,,,
483,05/04/18 04:20:00 PM,31.370,44089.2,,,,
484,05/04/18 04:30:00 PM,29.752,93689.5,,,,
485,05/04/18 04:40:00 PM,27.173,23422.4,,,,
486,05/04/18 04:50:00 PM,25.416,23422.4,,,,
487,05/04/18 05:00:00 PM,24.158,12400.1,,,,
488,05/04/18 05:10:00 PM,23.292,16533.4,,,,
489,05/04/18 05:20:00 PM,24.158,26178.0,,,,
490,05/04/18 05:30:00 PM,23.292,16533.4,,,,
491,05/04/18 05:40:00 PM,22.621,12400.1,,,,
492,05/04/18 05:50:00 PM,22.621,13089.0,,,,
493,05/04/18 06:00:00 PM,24.448,204.5,,,,
494,05/04/18 06:10:00 PM,23.004,172.2,,,,
495,05/04/18 06:20:00 PM,22.429,96.9,,,,
496,05/04/18 06:30:00 PM,22.046,10.8,,,,
497,05/04/18 06:40:00 PM,22.238,21.5,,,,
498,05/04/18 06:50:00 PM,21.951,0.0,,,,
499,05/04/18 07:00:00 PM,22.621,0.0,,,,
500,05/04/18 07:10:00 PM,22.812,0.0,,,,
501,05/04/18 07:20:00 PM,22.908,0.0,,,,
502,05/04/18 07:30:00 PM,22.908,0.0,,,,
503,05/04/18 07:40:00 PM,23.100,0.0,,,,
504,05/04/18 07:50:00 PM,23.100,0.0,,,,
505,05/04/18 08:00:00 PM,23.004,0.0,,,,
506,05/04/18 08:10:00 PM,23.004,0.0,,,,
507,05/04/18 08:20:00 PM,23.004,0.0,,,,
508,05/04/18 08:30:00 PM,23.100,0.0,,,,
509,05/04/18 08:40:00 PM,23.292,0.0,,,,
510,05/04/18 08:50:00 PM,23.388,0.0,,,,
511,05/04/18 09:00:00 PM,23.484,0.0,,,,
512,05/04/18 09:10:00 PM,23.100,0.0,,,,
513,05/04/18 09:20:00 PM,22.142,0.0,,,,
514,05/04/18 09:30:00 PM,22.046,0.0,,,,
515,05/04/18 09:40:00 PM,22.046,0.0,,,,
516,05/04/18 09:50:00 PM,21.951,0.0,,,,
517,05/04/18 10:00:00 PM,21.951,0.0,,,,
518,05/04/18 10:10:00 PM,21.855,0.0,,,,
519,05/04/18 10:20:00 PM,21.760,0.0,,,,
520,05/04/18 10:30:00 PM,21.760,0.0,,,,
521,05/04/18 10:40:00 PM,21.569,0.0,,,,
522,05/04/18 10:50:00 PM,21.473,0.0,,,,
523,05/04/18 11:00:00 PM,21.473,0.0,,,,
524,05/04/18 11:10:00 PM,21.378,0.0,,,,
525,05/04/18 11:20:00 PM,20.996,0.0,,,,
526,05/04/18 11:30:00 PM,21.378,0.0,,,,
527,05/04/18 11:40:00 PM,21.760,0.0,,,,
528,05/04/18 11:50:00 PM,21.855,0.0,,,,
529,05/05/18 12:00:00 AM,21.760,0.0,,,,
530,05/05/18 12:10:00 AM,21.664,0.0,,,,
531,05/05/18 12:20:00 AM,21.664,0.0,,,,
532,05/05/18 12:30:00 AM,21.473,0.0,,,,
533,05/05/18 12:40:00 AM,21.473,0.0,,,,
534,05/05/18 12:50:00 AM,21.473,0.0,,,,
535,05/05/18 01:00:00 AM,21.473,0.0,,,,
536,05/05/18 01:10:00 AM,21.378,0.0,,,,
537,05/05/18 01:20:00 AM,21.378,0.0,,,,
538,05/05/18 01:30:00 AM,21.282,0.0,,,,
539,05/05/18 01:40:00 AM,21.282,0.0,,,,
540,05/05/18 01:50:00 AM,21.282,0.0,,,,
541,05/05/18 02:00:00 AM,21.282,0.0,,,,
542,05/05/18 02:10:00 AM,21.282,0.0,,,,
543,05/05/18 02:20:00 AM,21.187,0.0,,,,
544,05/05/18 02:30:00 AM,21.187,0.0,,,,
545,05/05/18 02:40:00 AM,21.091,0.0,,,,
546,05/05/18 02:50:00 AM,20.996,0.0,,,,
547,05/05/18 03:00:00 AM,20.901,0.0,,,,
548,05/05/18 03:10:00 AM,20.805,0.0,,,,
549,05/05/18 03:20:00 AM,20.805,0.0,,,,
550,05/05/18 03:30:00 AM,20.805,0.0,,,,
551,05/05/18 03:40:00 AM,20.805,0.0,,,,
552,05/05/18 03:50:00 AM,20.805,0.0,,,,
553,05/05/18 04:00:00 AM,20.901,0.0,,,,
554,05/05/18 04:10:00 AM,20.901,0.0,,,,
555,05/05/18 04:20:00 AM,20.996,0.0,,,,
556,05/05/18 04:30:00 AM,20.996,0.0,,,,
557,05/05/18 04:40:00 AM,20.805,0.0,,,,
558,05/05/18 04:50:00 AM,20.615,0.0,,,,
559,05/05/18 05:00:00 AM,20.615,0.0,,,,
560,05/05/18 05:10:00 AM,20.519,0.0,,,,
561,05/05/18 05:20:00 AM,20.519,0.0,,,,
562,05/05/18 05:30:00 AM,20.519,0.0,,,,
563,05/05/18 05:40:00 AM,20.519,0.0,,,,
564,05/05/18 05:50:00 AM,20.519,0.0,,,,
565,05/05/18 06:00:00 AM,20.424,0.0,,,,
566,05/05/18 06:10:00 AM,20.329,0.0,,,,
567,05/05/18 06:20:00 AM,20.234,0.0,,,,
568,05/05/18 06:30:00 AM,20.234,0.0,,,,
569,05/05/18 06:40:00 AM,20.234,0.0,,,,
570,05/05/18 06:50:00 AM,20.234,0.0,,,,
571,05/05/18 07:00:00 AM,20.234,0.0,,,,
572,05/05/18 07:10:00 AM,20.234,0.0,,,,
573,05/05/18 07:20:00 AM,20.138,0.0,,,,
574,05/05/18 07:30:00 AM,20.138,0.0,,,,
575,05/05/18 07:40:00 AM,20.234,0.0,,,,
576,05/05/18 07:50:00 AM,20.234,0.0,,,,
577,05/05/18 08:00:00 AM,20.329,0.0,,,,
578,05/05/18 08:10:00 AM,20.234,0.0,,,,
579,05/05/18 08:20:00 AM,20.043,0.0,,,,
580,05/05/18 08:30:00 AM,19.948,0.0,,,,
581,05/05/18 08:40:00 AM,20.329,688.9,,,,
582,05/05/18 08:50:00 AM,19.662,10.8,,,,
583,05/05/18 09:00:00 AM,18.901,10.8,,,,
584,05/05/18 09:10:00 AM,18.616,21.5,,,,
585,05/05/18 09:20:00 AM,18.616,32.3,,,,
586,05/05/18 09:30:00 AM,18.616,43.1,,,,
587,05/05/18 09:40:00 AM,18.616,32.3,,,,
588,05/05/18 09:50:00 AM,18.711,53.8,,,,
589,05/05/18 10:00:00 AM,18.901,32.3,,,,
590,05/05/18 10:10:00 AM,19.092,32.3,,,,
591,05/05/18 10:20:00 AM,19.092,32.3,,,,
592,05/05/18 10:30:00 AM,19.092,86.1,,,,
593,05/05/18 10:40:00 AM,20.329,1205.6,,,,
594,05/05/18 10:50:00 AM,21.091,1345.5,,,,
595,05/05/18 11:00:00 AM,21.855,1377.8,,,,
596,05/05/18 11:10:00 AM,22.333,1463.9,,,,
597,05/05/18 11:20:00 AM,22.525,1313.2,,,,
598,05/05/18 11:30:00 AM,23.292,1463.9,,,,
599,05/05/18 11:40:00 AM,23.966,1808.3,,,,
600,05/05/18 11:50:00 AM,23.004,279.9,,,,
601,05/05/18 12:00:00 PM,22.812,398.3,,,,
602,05/05/18 12:10:00 PM,22.812,398.3,,,,
603,05/05/18 12:20:00 PM,23.004,462.9,,,,
604,05/05/18 12:30:00 PM,23.004,32.3,,,,
605,05/05/18 12:40:00 PM,22.812,21.5,,,,
606,05/05/18 12:50:00 PM,23.100,75.3,,,,
607,05/05/18 01:00:00 PM,23.966,64.6,,,,
608,05/05/18 01:10:00 PM,24.255,64.6,,,,
609,05/05/18 01:20:00 PM,24.641,32.3,,,,
610,05/05/18 01:30:00 PM,25.222,43.1,,,,
611,05/05/18 01:40:00 PM,25.805,86.1,,,,
612,05/05/18 01:50:00 PM,26.390,96.9,,,,
613,05/05/18 02:00:00 PM,26.879,75.3,,,,
614,05/05/18 02:10:00 PM,27.272,75.3,,,,
615,05/05/18 02:20:00 PM,27.567,64.6,,,,
616,05/05/18 02:30:00 PM,27.567,53.8,,,,
617,05/05/18 02:40:00 PM,27.272,64.6,,,,
618,05/05/18 02:50:00 PM,26.781,10.8,,,,
619,05/05/18 03:00:00 PM,26.585,10.8,,,,
620,05/05/18 03:10:00 PM,26.195,10.8,,,,
621,05/05/18 03:20:00 PM,25.805,10.8,,,,
622,05/05/18 03:30:00 PM,25.805,10.8,,,,
623,05/05/18 03:40:00 PM,26.000,10.8,,,,
624,05/05/18 03:50:00 PM,26.097,0.0,,,,
625,05/05/18 04:00:00 PM,26.000,10.8,,,,
626,05/05/18 04:10:00 PM,25.610,10.8,,,,
627,05/05/18 04:20:00 PM,24.835,0.0,,,,
628,05/05/18 04:30:00 PM,24.448,0.0,,,,
629,05/05/18 04:40:00 PM,23.484,0.0,,,,
630,05/05/18 04:50:00 PM,22.525,0.0,,,,
631,05/05/18 05:00:00 PM,22.717,0.0,,,,
632,05/05/18 05:10:00 PM,23.196,21.5,,,,
633,05/05/18 05:20:00 PM,23.484,10.8,,,,
634,05/05/18 05:30:00 PM,23.581,10.8,,,,
635,05/05/18 05:40:00 PM,23.773,10.8,,,,
636,05/05/18 05:50:00 PM,23.966,0.0,,,,
637,05/05/18 06:00:00 PM,24.158,0.0,,,,
638,05/05/18 06:10:00 PM,24.351,0.0,,,,
639,05/05/18 06:20:00 PM,24.351,0.0,,,,
640,05/05/18 06:30:00 PM,24.351,0.0,,,,
641,05/05/18 06:40:00 PM,24.351,0.0,,,,
642,05/05/18 06:50:00 PM,24.255,0.0,,,,
643,05/05/18 07:00:00 PM,24.062,0.0,,,,
644,05/05/18 07:10:00 PM,23.966,0.0,,,,
645,05/05/18 07:20:00 PM,24.062,0.0,,,,
646,05/05/18 07:30:00 PM,23.966,0.0,,,,
647,05/05/18 07:40:00 PM,23.966,0.0,,,,
648,05/05/18 07:50:00 PM,23.966,0.0,,,,
649,05/05/18 08:00:00 PM,23.966,0.0,,,,
650,05/05/18 08:10:00 PM,23.869,0.0,,,,
651,05/05/18 08:20:00 PM,23.869,0.0,,,,
652,05/05/18 08:30:00 PM,24.062,0.0,,,,
653,05/05/18 08:40:00 PM,24.062,0.0,,,,
654,05/05/18 08:50:00 PM,24.062,0.0,,,,
655,05/05/18 09:00:00 PM,24.062,0.0,,,,
656,05/05/18 09:10:00 PM,24.062,0.0,,,,
657,05/05/18 09:20:00 PM,24.062,0.0,,,,
658,05/05/18 09:30:00 PM,23.966,0.0,,,,
659,05/05/18 09:40:00 PM,23.869,0.0,,,,
660,05/05/18 09:50:00 PM,23.869,0.0,,,,
661,05/05/18 10:00:00 PM,23.966,0.0,,,,
662,05/05/18 10:10:00 PM,23.966,0.0,,,,
663,05/05/18 10:20:00 PM,23.966,0.0,,,,
664,05/05/18 10:30:00 PM,24.062,0.0,,,,
665,05/05/18 10:40:00 PM,24.255,0.0,,,,
666,05/05/18 10:50:00 PM,24.351,0.0,,,,
667,05/05/18 11:00:00 PM,24.255,0.0,,,,
668,05/05/18 11:10:00 PM,24.158,0.0,,,,
669,05/05/18 11:20:00 PM,23.677,0.0,,,,
670,05/05/18 11:30:00 PM,23.677,0.0,,,,
671,05/05/18 11:40:00 PM,23.484,0.0,,,,
672,05/05/18 11:50:00 PM,23.388,0.0,,,,
673,05/06/18 12:00:00 AM,23.292,0.0,,,,
674,05/06/18 12:10:00 AM,22.812,0.0,,,,
675,05/06/18 12:20:00 AM,22.525,0.0,,,,
676,05/06/18 12:30:00 AM,22.429,0.0,,,,
677,05/06/18 12:40:00 AM,22.333,0.0,,,,
678,05/06/18 12:50:00 AM,22.333,0.0,,,,
679,05/06/18 01:00:00 AM,22.333,0.0,,,,
680,05/06/18 01:10:00 AM,22.238,0.0,,,,
681,05/06/18 01:20:00 AM,22.238,0.0,,,,
682,05/06/18 01:30:00 AM,22.142,0.0,,,,
683,05/06/18 01:40:00 AM,22.142,0.0,,,,
684,05/06/18 01:50:00 AM,22.142,0.0,,,,
685,05/06/18 02:00:00 AM,22.046,0.0,,,,
686,05/06/18 02:10:00 AM,21.951,0.0,,,,
687,05/06/18 02:20:00 AM,21.855,0.0,,,,
688,05/06/18 02:30:00 AM,21.855,0.0,,,,
689,05/06/18 02:40:00 AM,21.760,0.0,,,,
690,05/06/18 02:50:00 AM,21.664,0.0,,,,
691,05/06/18 03:00:00 AM,21.569,0.0,,,,
692,05/06/18 03:10:00 AM,21.473,0.0,,,,
693,05/06/18 03:20:00 AM,21.378,0.0,,,,
694,05/06/18 03:30:00 AM,21.282,0.0,,,,
695,05/06/18 03:40:00 AM,21.187,0.0,,,,
696,05/06/18 03:50:00 AM,21.091,0.0,,,,
697,05/06/18 04:00:00 AM,20.996,0.0,,,,
698,05/06/18 04:10:00 AM,20.901,0.0,,,,
699,05/06/18 04:20:00 AM,20.805,0.0,,,,
700,05/06/18 04:30:00 AM,20.710,0.0,,,,
701,05/06/18 04:40:00 AM,20.615,0.0,,,,
702,05/06/18 04:50:00 AM,20.519,0.0,,,,
703,05/06/18 05:00:00 AM,20.424,0.0,,,,
704,05/06/18 05:10:00 AM,20.234,0.0,,,,
705,05/06/18 05:20:00 AM,20.138,0.0,,,,
706,05/06/18 05:30:00 AM,20.043,0.0,,,,
707,05/06/18 05:40:00 AM,19.948,0.0,,,,
708,05/06/18 05:50:00 AM,19.853,0.0,,,,
709,05/06/18 06:00:00 AM,19.758,0.0,,,,
710,05/06/18 06:10:00 AM,19.758,0.0,,,,
711,05/06/18 06:20:00 AM,19.662,0.0,,,,
712,05/06/18 06:30:00 AM,19.567,0.0,,,,
713,05/06/18 06:40:00 AM,19.567,0.0,,,,
714,05/06/18 06:50:00 AM,19.472,0.0,,,,
715,05/06/18 07:00:00 AM,19.472,0.0,,,,
716,05/06/18 07:10:00 AM,19.567,0.0,,,,
717,05/06/18 07:20:00 AM,19.662,172.2,,,,
718,05/06/18 07:30:00 AM,20.043,279.9,,,,
719,05/06/18 07:40:00 AM,20.234,0.0,,,,
720,05/06/18 07:50:00 AM,20.519,0.0,,,,
721,05/06/18 08:00:00 AM,20.805,0.0,,,,
722,05/06/18 08:10:00 AM,21.091,0.0,,,,
723,05/06/18 08:20:00 AM,21.473,0.0,,,,
724,05/06/18 08:30:00 AM,22.238,0.0,,,,
725,05/06/18 08:40:00 AM,22.908,0.0,,,,
726,05/06/18 08:50:00 AM,23.581,0.0,,,,
727,05/06/18 09:00:00 AM,23.773,0.0,,,,
728,05/06/18 09:10:00 AM,23.966,64.6,,,,
729,05/06/18 09:20:00 AM,24.351,64.6,,,,
730,05/06/18 09:30:00 AM,25.805,2325.0,,,,
731,05/06/18 09:35:00 AM,,,Logged,,,
732,05/06/18 09:35:01 AM,,,,Logged,,
733,05/06/18 09:35:15 AM,,,,,Logged,Logged
