"Plot Title: crab"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 20156933, SEN S/N: 20156933)","Intensity, Lux (LGR S/N: 20156933, SEN S/N: 20156933)","Coupler Attached (LGR S/N: 20156933)","Host Connected (LGR S/N: 20156933)","Stopped (LGR S/N: 20156933)","End Of File (LGR S/N: 20156933)"
745,05/02/18 12:00:00 PM,26.195,64.6,,,,
746,05/02/18 12:10:00 PM,25.805,96.9,,,,
747,05/02/18 12:20:00 PM,25.513,32.3,,,,
748,05/02/18 12:30:00 PM,25.610,882.6,,,,
749,05/02/18 12:40:00 PM,25.708,53.8,,,,
750,05/02/18 12:50:00 PM,25.805,32.3,,,,
751,05/02/18 01:00:00 PM,25.805,32.3,,,,
752,05/02/18 01:10:00 PM,25.805,398.3,,,,
753,05/02/18 01:20:00 PM,25.805,75.3,,,,
754,05/02/18 01:30:00 PM,26.000,64.6,,,,
755,05/02/18 01:40:00 PM,26.390,527.4,,,,
756,05/02/18 01:50:00 PM,26.683,452.1,,,,
757,05/02/18 02:00:00 PM,27.173,32.3,,,,
758,05/02/18 02:10:00 PM,27.567,215.3,,,,
759,05/02/18 02:20:00 PM,27.862,549.0,,,,
760,05/02/18 02:30:00 PM,28.258,290.6,,,,
761,05/02/18 02:40:00 PM,28.655,398.3,,,,
762,05/02/18 02:50:00 PM,28.357,247.6,,,,
763,05/02/18 03:00:00 PM,28.655,312.2,,,,
764,05/02/18 03:10:00 PM,28.555,96.9,,,,
765,05/02/18 03:20:00 PM,27.764,139.9,,,,
766,05/02/18 03:30:00 PM,26.781,96.9,,,,
767,05/02/18 03:40:00 PM,26.585,86.1,,,,
768,05/02/18 03:50:00 PM,26.977,107.6,,,,
769,05/02/18 04:00:00 PM,27.272,32.3,,,,
770,05/02/18 04:10:00 PM,27.173,43.1,,,,
771,05/02/18 04:20:00 PM,27.173,32.3,,,,
772,05/02/18 04:30:00 PM,26.488,86.1,,,,
773,05/02/18 04:40:00 PM,26.488,32.3,,,,
774,05/02/18 04:50:00 PM,26.585,32.3,,,,
775,05/02/18 05:00:00 PM,26.683,21.5,,,,
776,05/02/18 05:10:00 PM,26.683,21.5,,,,
777,05/02/18 05:20:00 PM,26.683,21.5,,,,
778,05/02/18 05:30:00 PM,26.683,21.5,,,,
779,05/02/18 05:40:00 PM,26.585,21.5,,,,
780,05/02/18 05:50:00 PM,26.683,10.8,,,,
781,05/02/18 06:00:00 PM,26.195,21.5,,,,
782,05/02/18 06:10:00 PM,26.097,32.3,,,,
783,05/02/18 06:20:00 PM,26.195,10.8,,,,
784,05/02/18 06:30:00 PM,26.292,0.0,,,,
785,05/02/18 06:40:00 PM,26.390,0.0,,,,
786,05/02/18 06:50:00 PM,26.390,0.0,,,,
787,05/02/18 07:00:00 PM,26.488,0.0,,,,
788,05/02/18 07:10:00 PM,26.390,0.0,,,,
789,05/02/18 07:20:00 PM,26.097,0.0,,,,
790,05/02/18 07:30:00 PM,25.805,0.0,,,,
791,05/02/18 07:40:00 PM,25.805,0.0,,,,
792,05/02/18 07:50:00 PM,25.805,0.0,,,,
793,05/02/18 08:00:00 PM,25.708,0.0,,,,
794,05/02/18 08:10:00 PM,23.869,0.0,,,,
795,05/02/18 08:20:00 PM,23.292,0.0,,,,
796,05/02/18 08:30:00 PM,23.100,0.0,,,,
797,05/02/18 08:40:00 PM,23.100,0.0,,,,
798,05/02/18 08:50:00 PM,23.196,0.0,,,,
799,05/02/18 09:00:00 PM,23.388,0.0,,,,
800,05/02/18 09:10:00 PM,23.388,0.0,,,,
801,05/02/18 09:20:00 PM,23.292,0.0,,,,
802,05/02/18 09:30:00 PM,23.196,0.0,,,,
803,05/02/18 09:40:00 PM,23.196,0.0,,,,
804,05/02/18 09:50:00 PM,23.196,0.0,,,,
805,05/02/18 10:00:00 PM,22.908,0.0,,,,
806,05/02/18 10:10:00 PM,22.429,0.0,,,,
807,05/02/18 10:20:00 PM,22.333,0.0,,,,
808,05/02/18 10:30:00 PM,22.238,0.0,,,,
809,05/02/18 10:40:00 PM,22.238,0.0,,,,
810,05/02/18 10:50:00 PM,22.238,0.0,,,,
811,05/02/18 11:00:00 PM,22.238,0.0,,,,
812,05/02/18 11:10:00 PM,22.142,0.0,,,,
813,05/02/18 11:20:00 PM,22.046,0.0,,,,
814,05/02/18 11:30:00 PM,22.046,0.0,,,,
815,05/02/18 11:40:00 PM,21.951,0.0,,,,
816,05/02/18 11:50:00 PM,21.855,0.0,,,,
817,05/03/18 12:00:00 AM,21.760,0.0,,,,
818,05/03/18 12:10:00 AM,21.760,0.0,,,,
819,05/03/18 12:20:00 AM,21.664,0.0,,,,
820,05/03/18 12:30:00 AM,21.569,0.0,,,,
821,05/03/18 12:40:00 AM,21.473,0.0,,,,
822,05/03/18 12:50:00 AM,21.473,0.0,,,,
823,05/03/18 01:00:00 AM,21.378,0.0,,,,
824,05/03/18 01:10:00 AM,21.378,0.0,,,,
825,05/03/18 01:20:00 AM,21.282,0.0,,,,
826,05/03/18 01:30:00 AM,21.282,0.0,,,,
827,05/03/18 01:40:00 AM,21.282,0.0,,,,
828,05/03/18 01:50:00 AM,21.187,0.0,,,,
829,05/03/18 02:00:00 AM,21.187,0.0,,,,
830,05/03/18 02:10:00 AM,21.091,0.0,,,,
831,05/03/18 02:20:00 AM,20.996,0.0,,,,
832,05/03/18 02:30:00 AM,20.901,0.0,,,,
833,05/03/18 02:40:00 AM,20.805,0.0,,,,
834,05/03/18 02:50:00 AM,20.805,0.0,,,,
835,05/03/18 03:00:00 AM,20.710,0.0,,,,
836,05/03/18 03:10:00 AM,20.519,0.0,,,,
837,05/03/18 03:20:00 AM,20.424,0.0,,,,
838,05/03/18 03:30:00 AM,20.329,0.0,,,,
839,05/03/18 03:40:00 AM,20.234,0.0,,,,
840,05/03/18 03:50:00 AM,20.138,0.0,,,,
841,05/03/18 04:00:00 AM,20.043,0.0,,,,
842,05/03/18 04:10:00 AM,19.948,0.0,,,,
843,05/03/18 04:20:00 AM,19.853,0.0,,,,
844,05/03/18 04:30:00 AM,19.758,0.0,,,,
845,05/03/18 04:40:00 AM,19.662,0.0,,,,
846,05/03/18 04:50:00 AM,19.472,0.0,,,,
847,05/03/18 05:00:00 AM,19.472,0.0,,,,
848,05/03/18 05:10:00 AM,19.282,0.0,,,,
849,05/03/18 05:20:00 AM,19.187,0.0,,,,
850,05/03/18 05:30:00 AM,19.092,0.0,,,,
851,05/03/18 05:40:00 AM,18.996,0.0,,,,
852,05/03/18 05:50:00 AM,18.901,0.0,,,,
853,05/03/18 06:00:00 AM,18.806,0.0,,,,
854,05/03/18 06:10:00 AM,18.711,0.0,,,,
855,05/03/18 06:20:00 AM,18.616,0.0,,,,
856,05/03/18 06:30:00 AM,18.521,0.0,,,,
857,05/03/18 06:40:00 AM,18.426,0.0,,,,
858,05/03/18 06:50:00 AM,18.331,0.0,,,,
859,05/03/18 07:00:00 AM,18.331,0.0,,,,
860,05/03/18 07:10:00 AM,18.236,32.3,,,,
861,05/03/18 07:20:00 AM,18.236,21.5,,,,
862,05/03/18 07:30:00 AM,18.236,10.8,,,,
863,05/03/18 07:40:00 AM,18.236,21.5,,,,
864,05/03/18 07:50:00 AM,18.331,21.5,,,,
865,05/03/18 08:00:00 AM,18.616,75.3,,,,
866,05/03/18 08:10:00 AM,19.092,193.8,,,,
867,05/03/18 08:20:00 AM,19.662,161.5,,,,
868,05/03/18 08:30:00 AM,20.043,139.9,,,,
869,05/03/18 08:40:00 AM,20.329,86.1,,,,
870,05/03/18 08:50:00 AM,20.615,0.0,,,,
871,05/03/18 09:00:00 AM,20.519,0.0,,,,
872,05/03/18 09:10:00 AM,20.615,0.0,,,,
873,05/03/18 09:20:00 AM,20.710,0.0,,,,
874,05/03/18 09:30:00 AM,20.805,0.0,,,,
875,05/03/18 09:40:00 AM,20.901,0.0,,,,
876,05/03/18 09:50:00 AM,20.996,0.0,,,,
877,05/03/18 10:00:00 AM,21.091,0.0,,,,
878,05/03/18 10:10:00 AM,21.282,96.9,,,,
879,05/03/18 10:20:00 AM,21.569,269.1,,,,
880,05/03/18 10:30:00 AM,21.951,290.6,,,,
881,05/03/18 10:40:00 AM,22.333,172.2,,,,
882,05/03/18 10:50:00 AM,22.812,129.2,,,,
883,05/03/18 11:00:00 AM,23.100,10.8,,,,
884,05/03/18 11:10:00 AM,23.388,0.0,,,,
885,05/03/18 11:20:00 AM,23.677,0.0,,,,
886,05/03/18 11:30:00 AM,23.773,0.0,,,,
887,05/03/18 11:40:00 AM,23.966,53.8,,,,
888,05/03/18 11:50:00 AM,24.062,53.8,,,,
889,05/03/18 12:00:00 PM,24.062,0.0,,,,
890,05/03/18 12:10:00 PM,24.062,0.0,,,,
891,05/03/18 12:20:00 PM,24.062,53.8,,,,
892,05/03/18 12:30:00 PM,24.158,0.0,,,,
893,05/03/18 12:40:00 PM,24.255,0.0,,,,
894,05/03/18 12:50:00 PM,24.351,10.8,,,,
895,05/03/18 01:00:00 PM,24.448,0.0,,,,
896,05/03/18 01:10:00 PM,24.448,0.0,,,,
897,05/03/18 01:20:00 PM,24.545,0.0,,,,
898,05/03/18 01:30:00 PM,24.738,10.8,,,,
899,05/03/18 01:40:00 PM,24.835,0.0,,,,
900,05/03/18 01:50:00 PM,24.835,0.0,,,,
901,05/03/18 02:00:00 PM,24.931,0.0,,,,
902,05/03/18 02:10:00 PM,25.028,0.0,,,,
903,05/03/18 02:20:00 PM,25.125,0.0,,,,
904,05/03/18 02:30:00 PM,25.125,0.0,,,,
905,05/03/18 02:40:00 PM,25.125,0.0,,,,
906,05/03/18 02:50:00 PM,25.125,0.0,,,,
907,05/03/18 03:00:00 PM,25.125,0.0,,,,
908,05/03/18 03:10:00 PM,25.125,0.0,,,,
909,05/03/18 03:20:00 PM,25.125,0.0,,,,
910,05/03/18 03:30:00 PM,25.125,0.0,,,,
911,05/03/18 03:40:00 PM,25.028,0.0,,,,
912,05/03/18 03:50:00 PM,25.028,0.0,,,,
913,05/03/18 04:00:00 PM,25.028,0.0,,,,
914,05/03/18 04:10:00 PM,24.931,0.0,,,,
915,05/03/18 04:20:00 PM,24.931,0.0,,,,
916,05/03/18 04:30:00 PM,24.835,0.0,,,,
917,05/03/18 04:40:00 PM,24.738,10.8,,,,
918,05/03/18 04:50:00 PM,24.545,0.0,,,,
919,05/03/18 05:00:00 PM,24.255,21.5,,,,
920,05/03/18 05:10:00 PM,23.966,0.0,,,,
921,05/03/18 05:20:00 PM,23.869,0.0,,,,
922,05/03/18 05:30:00 PM,23.773,0.0,,,,
923,05/03/18 05:40:00 PM,23.677,0.0,,,,
924,05/03/18 05:50:00 PM,23.581,0.0,,,,
925,05/03/18 06:00:00 PM,23.484,0.0,,,,
926,05/03/18 06:10:00 PM,23.388,0.0,,,,
927,05/03/18 06:20:00 PM,23.292,0.0,,,,
928,05/03/18 06:30:00 PM,23.100,0.0,,,,
929,05/03/18 06:40:00 PM,23.004,0.0,,,,
930,05/03/18 06:50:00 PM,22.908,0.0,,,,
931,05/03/18 07:00:00 PM,22.812,0.0,,,,
932,05/03/18 07:10:00 PM,22.717,0.0,,,,
933,05/03/18 07:20:00 PM,22.621,0.0,,,,
934,05/03/18 07:30:00 PM,22.429,0.0,,,,
935,05/03/18 07:40:00 PM,22.333,0.0,,,,
936,05/03/18 07:50:00 PM,22.238,0.0,,,,
937,05/03/18 08:00:00 PM,21.855,0.0,,,,
938,05/03/18 08:10:00 PM,21.282,0.0,,,,
939,05/03/18 08:20:00 PM,21.187,0.0,,,,
940,05/03/18 08:30:00 PM,20.901,0.0,,,,
941,05/03/18 08:40:00 PM,20.901,0.0,,,,
942,05/03/18 08:50:00 PM,20.805,0.0,,,,
943,05/03/18 09:00:00 PM,20.710,0.0,,,,
944,05/03/18 09:10:00 PM,20.615,0.0,,,,
945,05/03/18 09:20:00 PM,20.615,0.0,,,,
946,05/03/18 09:30:00 PM,20.615,0.0,,,,
947,05/03/18 09:40:00 PM,20.519,0.0,,,,
948,05/03/18 09:50:00 PM,20.329,0.0,,,,
949,05/03/18 10:00:00 PM,20.234,0.0,,,,
950,05/03/18 10:10:00 PM,20.138,0.0,,,,
951,05/03/18 10:20:00 PM,20.043,0.0,,,,
952,05/03/18 10:30:00 PM,19.948,0.0,,,,
953,05/03/18 10:40:00 PM,19.948,0.0,,,,
954,05/03/18 10:50:00 PM,19.853,0.0,,,,
955,05/03/18 11:00:00 PM,19.758,0.0,,,,
956,05/03/18 11:10:00 PM,19.662,0.0,,,,
957,05/03/18 11:20:00 PM,19.567,0.0,,,,
958,05/03/18 11:30:00 PM,19.567,0.0,,,,
959,05/03/18 11:40:00 PM,19.377,0.0,,,,
960,05/03/18 11:50:00 PM,19.282,0.0,,,,
961,05/04/18 12:00:00 AM,19.282,0.0,,,,
962,05/04/18 12:10:00 AM,19.187,0.0,,,,
963,05/04/18 12:20:00 AM,19.187,0.0,,,,
964,05/04/18 12:30:00 AM,19.092,0.0,,,,
965,05/04/18 12:40:00 AM,19.092,0.0,,,,
966,05/04/18 12:50:00 AM,18.996,0.0,,,,
967,05/04/18 01:00:00 AM,18.996,0.0,,,,
968,05/04/18 01:10:00 AM,18.901,0.0,,,,
969,05/04/18 01:20:00 AM,18.901,0.0,,,,
970,05/04/18 01:30:00 AM,18.806,0.0,,,,
971,05/04/18 01:40:00 AM,18.806,0.0,,,,
972,05/04/18 01:50:00 AM,18.711,0.0,,,,
973,05/04/18 02:00:00 AM,18.711,0.0,,,,
974,05/04/18 02:10:00 AM,18.616,0.0,,,,
975,05/04/18 02:20:00 AM,18.616,0.0,,,,
976,05/04/18 02:30:00 AM,18.521,0.0,,,,
977,05/04/18 02:40:00 AM,18.426,0.0,,,,
978,05/04/18 02:50:00 AM,18.426,0.0,,,,
979,05/04/18 03:00:00 AM,18.331,0.0,,,,
980,05/04/18 03:10:00 AM,18.331,0.0,,,,
981,05/04/18 03:20:00 AM,18.236,0.0,,,,
982,05/04/18 03:30:00 AM,18.140,0.0,,,,
983,05/04/18 03:40:00 AM,18.140,0.0,,,,
984,05/04/18 03:50:00 AM,18.045,0.0,,,,
985,05/04/18 04:00:00 AM,17.950,0.0,,,,
986,05/04/18 04:10:00 AM,17.855,0.0,,,,
987,05/04/18 04:20:00 AM,17.760,0.0,,,,
988,05/04/18 04:30:00 AM,17.760,0.0,,,,
989,05/04/18 04:40:00 AM,17.665,0.0,,,,
990,05/04/18 04:50:00 AM,17.570,0.0,,,,
991,05/04/18 05:00:00 AM,17.475,0.0,,,,
992,05/04/18 05:10:00 AM,17.379,0.0,,,,
993,05/04/18 05:20:00 AM,17.284,0.0,,,,
994,05/04/18 05:30:00 AM,17.284,0.0,,,,
995,05/04/18 05:40:00 AM,17.189,0.0,,,,
996,05/04/18 05:50:00 AM,17.094,0.0,,,,
997,05/04/18 06:00:00 AM,16.999,0.0,,,,
998,05/04/18 06:10:00 AM,16.903,0.0,,,,
999,05/04/18 06:20:00 AM,16.903,0.0,,,,
1000,05/04/18 06:30:00 AM,16.808,0.0,,,,
1001,05/04/18 06:40:00 AM,16.808,0.0,,,,
1002,05/04/18 06:50:00 AM,16.808,10.8,,,,
1003,05/04/18 07:00:00 AM,16.713,10.8,,,,
1004,05/04/18 07:10:00 AM,16.713,0.0,,,,
1005,05/04/18 07:20:00 AM,16.713,10.8,,,,
1006,05/04/18 07:30:00 AM,16.713,10.8,,,,
1007,05/04/18 07:40:00 AM,16.713,43.1,,,,
1008,05/04/18 07:50:00 AM,16.808,75.3,,,,
1009,05/04/18 08:00:00 AM,16.903,43.1,,,,
1010,05/04/18 08:10:00 AM,16.999,64.6,,,,
1011,05/04/18 08:20:00 AM,17.189,0.0,,,,
1012,05/04/18 08:30:00 AM,17.284,32.3,,,,
1013,05/04/18 08:40:00 AM,17.379,21.5,,,,
1014,05/04/18 08:50:00 AM,17.570,21.5,,,,
1015,05/04/18 09:00:00 AM,17.665,21.5,,,,
1016,05/04/18 09:10:00 AM,17.950,645.8,,,,
1017,05/04/18 09:20:00 AM,18.521,2497.2,,,,
1018,05/04/18 09:30:00 AM,18.806,0.0,,,,
1019,05/04/18 09:40:00 AM,18.711,0.0,,,,
1020,05/04/18 09:50:00 AM,18.711,0.0,,,,
1021,05/04/18 10:00:00 AM,18.616,0.0,,,,
1022,05/04/18 10:10:00 AM,18.616,0.0,,,,
1023,05/04/18 10:20:00 AM,18.616,0.0,,,,
1024,05/04/18 10:30:00 AM,18.711,0.0,,,,
1025,05/04/18 10:40:00 AM,18.711,0.0,,,,
1026,05/04/18 10:50:00 AM,18.711,0.0,,,,
1027,05/04/18 11:00:00 AM,18.711,0.0,,,,
1028,05/04/18 11:10:00 AM,18.806,0.0,,,,
1029,05/04/18 11:20:00 AM,18.806,0.0,,,,
1030,05/04/18 11:30:00 AM,18.901,0.0,,,,
1031,05/04/18 11:40:00 AM,18.901,0.0,,,,
1032,05/04/18 11:50:00 AM,18.996,0.0,,,,
1033,05/04/18 12:00:00 PM,19.092,0.0,,,,
1034,05/04/18 12:10:00 PM,19.092,0.0,,,,
1035,05/04/18 12:20:00 PM,19.187,0.0,,,,
1036,05/04/18 12:30:00 PM,19.187,0.0,,,,
1037,05/04/18 12:40:00 PM,19.282,0.0,,,,
1038,05/04/18 12:50:00 PM,19.282,0.0,,,,
1039,05/04/18 01:00:00 PM,19.377,0.0,,,,
1040,05/04/18 01:10:00 PM,19.472,0.0,,,,
1041,05/04/18 01:20:00 PM,19.472,0.0,,,,
1042,05/04/18 01:30:00 PM,19.472,0.0,,,,
1043,05/04/18 01:40:00 PM,19.567,0.0,,,,
1044,05/04/18 01:50:00 PM,19.567,0.0,,,,
1045,05/04/18 02:00:00 PM,19.662,0.0,,,,
1046,05/04/18 02:10:00 PM,19.662,0.0,,,,
1047,05/04/18 02:20:00 PM,19.662,0.0,,,,
1048,05/04/18 02:30:00 PM,19.758,0.0,,,,
1049,05/04/18 02:40:00 PM,19.758,0.0,,,,
1050,05/04/18 02:50:00 PM,19.758,0.0,,,,
1051,05/04/18 03:00:00 PM,19.758,0.0,,,,
1052,05/04/18 03:10:00 PM,19.758,0.0,,,,
1053,05/04/18 03:20:00 PM,19.853,0.0,,,,
1054,05/04/18 03:30:00 PM,19.853,0.0,,,,
1055,05/04/18 03:40:00 PM,19.853,0.0,,,,
1056,05/04/18 03:50:00 PM,19.853,0.0,,,,
1057,05/04/18 04:00:00 PM,19.853,0.0,,,,
1058,05/04/18 04:10:00 PM,19.948,0.0,,,,
1059,05/04/18 04:20:00 PM,19.948,0.0,,,,
1060,05/04/18 04:30:00 PM,19.948,0.0,,,,
1061,05/04/18 04:40:00 PM,19.948,0.0,,,,
1062,05/04/18 04:50:00 PM,19.948,0.0,,,,
1063,05/04/18 05:00:00 PM,19.948,0.0,,,,
1064,05/04/18 05:10:00 PM,19.948,0.0,,,,
1065,05/04/18 05:20:00 PM,19.948,0.0,,,,
1066,05/04/18 05:30:00 PM,19.948,0.0,,,,
1067,05/04/18 05:40:00 PM,20.043,0.0,,,,
1068,05/04/18 05:50:00 PM,19.948,0.0,,,,
1069,05/04/18 06:00:00 PM,20.043,0.0,,,,
1070,05/04/18 06:10:00 PM,20.043,0.0,,,,
1071,05/04/18 06:20:00 PM,19.948,0.0,,,,
1072,05/04/18 06:30:00 PM,19.948,0.0,,,,
1073,05/04/18 06:40:00 PM,19.948,0.0,,,,
1074,05/04/18 06:50:00 PM,19.948,0.0,,,,
1075,05/04/18 07:00:00 PM,19.948,0.0,,,,
1076,05/04/18 07:10:00 PM,19.948,0.0,,,,
1077,05/04/18 07:20:00 PM,19.948,0.0,,,,
1078,05/04/18 07:30:00 PM,19.948,0.0,,,,
1079,05/04/18 07:40:00 PM,19.853,0.0,,,,
1080,05/04/18 07:50:00 PM,19.853,0.0,,,,
1081,05/04/18 08:00:00 PM,19.853,0.0,,,,
1082,05/04/18 08:10:00 PM,19.853,0.0,,,,
1083,05/04/18 08:20:00 PM,19.853,0.0,,,,
1084,05/04/18 08:30:00 PM,19.758,0.0,,,,
1085,05/04/18 08:40:00 PM,19.758,0.0,,,,
1086,05/04/18 08:50:00 PM,19.758,0.0,,,,
1087,05/04/18 09:00:00 PM,19.758,0.0,,,,
1088,05/04/18 09:10:00 PM,19.758,0.0,,,,
1089,05/04/18 09:20:00 PM,19.662,0.0,,,,
1090,05/04/18 09:30:00 PM,19.662,0.0,,,,
1091,05/04/18 09:40:00 PM,19.662,0.0,,,,
1092,05/04/18 09:50:00 PM,19.662,0.0,,,,
1093,05/04/18 10:00:00 PM,19.662,0.0,,,,
1094,05/04/18 10:10:00 PM,19.567,0.0,,,,
1095,05/04/18 10:20:00 PM,19.567,0.0,,,,
1096,05/04/18 10:30:00 PM,19.567,0.0,,,,
1097,05/04/18 10:40:00 PM,19.472,0.0,,,,
1098,05/04/18 10:50:00 PM,19.472,0.0,,,,
1099,05/04/18 11:00:00 PM,19.472,0.0,,,,
1100,05/04/18 11:10:00 PM,19.472,0.0,,,,
1101,05/04/18 11:20:00 PM,19.377,0.0,,,,
1102,05/04/18 11:30:00 PM,19.377,0.0,,,,
1103,05/04/18 11:40:00 PM,19.377,0.0,,,,
1104,05/04/18 11:50:00 PM,19.282,0.0,,,,
1105,05/05/18 12:00:00 AM,19.282,0.0,,,,
1106,05/05/18 12:10:00 AM,19.282,0.0,,,,
1107,05/05/18 12:20:00 AM,19.187,0.0,,,,
1108,05/05/18 12:30:00 AM,19.187,0.0,,,,
1109,05/05/18 12:40:00 AM,19.187,0.0,,,,
1110,05/05/18 12:50:00 AM,19.187,0.0,,,,
1111,05/05/18 01:00:00 AM,19.187,0.0,,,,
1112,05/05/18 01:10:00 AM,19.092,0.0,,,,
1113,05/05/18 01:20:00 AM,19.092,0.0,,,,
1114,05/05/18 01:30:00 AM,19.092,0.0,,,,
1115,05/05/18 01:40:00 AM,19.092,0.0,,,,
1116,05/05/18 01:50:00 AM,19.092,0.0,,,,
1117,05/05/18 02:00:00 AM,19.092,0.0,,,,
1118,05/05/18 02:10:00 AM,18.996,0.0,,,,
1119,05/05/18 02:20:00 AM,18.996,0.0,,,,
1120,05/05/18 02:30:00 AM,18.996,0.0,,,,
1121,05/05/18 02:40:00 AM,18.901,0.0,,,,
1122,05/05/18 02:50:00 AM,18.901,0.0,,,,
1123,05/05/18 03:00:00 AM,18.901,0.0,,,,
1124,05/05/18 03:10:00 AM,18.806,0.0,,,,
1125,05/05/18 03:20:00 AM,18.806,0.0,,,,
1126,05/05/18 03:30:00 AM,18.806,0.0,,,,
1127,05/05/18 03:40:00 AM,18.711,0.0,,,,
1128,05/05/18 03:50:00 AM,18.711,0.0,,,,
1129,05/05/18 04:00:00 AM,18.711,0.0,,,,
1130,05/05/18 04:10:00 AM,18.616,0.0,,,,
1131,05/05/18 04:20:00 AM,18.616,0.0,,,,
1132,05/05/18 04:30:00 AM,18.616,0.0,,,,
1133,05/05/18 04:40:00 AM,18.521,0.0,,,,
1134,05/05/18 04:50:00 AM,18.521,0.0,,,,
1135,05/05/18 05:00:00 AM,18.426,0.0,,,,
1136,05/05/18 05:10:00 AM,18.426,0.0,,,,
1137,05/05/18 05:20:00 AM,18.331,0.0,,,,
1138,05/05/18 05:30:00 AM,18.331,0.0,,,,
1139,05/05/18 05:40:00 AM,18.331,0.0,,,,
1140,05/05/18 05:50:00 AM,18.236,0.0,,,,
1141,05/05/18 06:00:00 AM,18.236,0.0,,,,
1142,05/05/18 06:10:00 AM,18.140,0.0,,,,
1143,05/05/18 06:20:00 AM,18.140,0.0,,,,
1144,05/05/18 06:30:00 AM,18.140,0.0,,,,
1145,05/05/18 06:40:00 AM,18.045,0.0,,,,
1146,05/05/18 06:50:00 AM,18.045,0.0,,,,
1147,05/05/18 07:00:00 AM,18.045,0.0,,,,
1148,05/05/18 07:10:00 AM,18.045,0.0,,,,
1149,05/05/18 07:20:00 AM,17.950,0.0,,,,
1150,05/05/18 07:30:00 AM,17.950,0.0,,,,
1151,05/05/18 07:40:00 AM,17.950,0.0,,,,
1152,05/05/18 07:50:00 AM,17.950,0.0,,,,
1153,05/05/18 08:00:00 AM,17.950,0.0,,,,
1154,05/05/18 08:10:00 AM,17.950,0.0,,,,
1155,05/05/18 08:20:00 AM,17.950,0.0,,,,
1156,05/05/18 08:30:00 AM,18.045,0.0,,,,
1157,05/05/18 08:40:00 AM,18.140,0.0,,,,
1158,05/05/18 08:50:00 AM,18.140,0.0,,,,
1159,05/05/18 09:00:00 AM,18.236,0.0,,,,
1160,05/05/18 09:10:00 AM,18.236,0.0,,,,
1161,05/05/18 09:20:00 AM,18.331,0.0,,,,
1162,05/05/18 09:30:00 AM,18.331,0.0,,,,
1163,05/05/18 09:40:00 AM,18.331,0.0,,,,
1164,05/05/18 09:50:00 AM,18.426,0.0,,,,
1165,05/05/18 10:00:00 AM,18.426,0.0,,,,
1166,05/05/18 10:10:00 AM,18.521,0.0,,,,
1167,05/05/18 10:20:00 AM,18.521,0.0,,,,
1168,05/05/18 10:30:00 AM,18.616,0.0,,,,
1169,05/05/18 10:40:00 AM,19.092,1377.8,,,,
1170,05/05/18 10:50:00 AM,19.567,1377.8,,,,
1171,05/05/18 11:00:00 AM,19.948,1367.0,,,,
1172,05/05/18 11:10:00 AM,20.329,1980.6,,,,
1173,05/05/18 11:20:00 AM,20.805,1722.2,,,,
1174,05/05/18 11:30:00 AM,21.282,1636.1,,,,
1175,05/05/18 11:40:00 AM,21.760,1980.6,,,,
1176,05/05/18 11:50:00 AM,21.664,785.8,,,,
1177,05/05/18 12:00:00 PM,21.760,516.7,,,,
1178,05/05/18 12:10:00 PM,21.855,495.1,,,,
1179,05/05/18 12:20:00 PM,21.951,516.7,,,,
1180,05/05/18 12:30:00 PM,21.855,0.0,,,,
1181,05/05/18 12:40:00 PM,21.760,0.0,,,,
1182,05/05/18 12:50:00 PM,21.760,0.0,,,,
1183,05/05/18 01:00:00 PM,21.855,0.0,,,,
1184,05/05/18 01:10:00 PM,22.142,0.0,,,,
1185,05/05/18 01:20:00 PM,22.333,0.0,,,,
1186,05/05/18 01:30:00 PM,22.525,0.0,,,,
1187,05/05/18 01:40:00 PM,22.812,0.0,,,,
1188,05/05/18 01:50:00 PM,23.196,0.0,,,,
1189,05/05/18 02:00:00 PM,23.484,0.0,,,,
1190,05/05/18 02:10:00 PM,23.677,0.0,,,,
1191,05/05/18 02:20:00 PM,23.966,0.0,,,,
1192,05/05/18 02:30:00 PM,24.255,0.0,,,,
1193,05/05/18 02:40:00 PM,24.545,0.0,,,,
1194,05/05/18 02:50:00 PM,24.545,0.0,,,,
1195,05/05/18 03:00:00 PM,24.641,0.0,,,,
1196,05/05/18 03:10:00 PM,24.738,0.0,,,,
1197,05/05/18 03:20:00 PM,24.835,0.0,,,,
1198,05/05/18 03:30:00 PM,24.835,0.0,,,,
1199,05/05/18 03:40:00 PM,24.931,0.0,,,,
1200,05/05/18 03:50:00 PM,25.028,0.0,,,,
1201,05/05/18 04:00:00 PM,25.125,0.0,,,,
1202,05/05/18 04:10:00 PM,25.125,0.0,,,,
1203,05/05/18 04:20:00 PM,25.125,0.0,,,,
1204,05/05/18 04:30:00 PM,25.028,0.0,,,,
1205,05/05/18 04:40:00 PM,24.835,0.0,,,,
1206,05/05/18 04:50:00 PM,24.738,0.0,,,,
1207,05/05/18 05:00:00 PM,24.641,0.0,,,,
1208,05/05/18 05:10:00 PM,24.545,0.0,,,,
1209,05/05/18 05:20:00 PM,24.545,0.0,,,,
1210,05/05/18 05:30:00 PM,24.448,0.0,,,,
1211,05/05/18 05:40:00 PM,24.448,0.0,,,,
1212,05/05/18 05:50:00 PM,24.545,0.0,,,,
1213,05/05/18 06:00:00 PM,24.545,0.0,,,,
