"Plot Title: Zebra"
"#","Date Time, GMT+02:00","Temp, °C (LGR S/N: 20156927, SEN S/N: 20156927)","Intensity, Lux (LGR S/N: 20156927, SEN S/N: 20156927)","Host Connected (LGR S/N: 20156927)","Coupler Attached (LGR S/N: 20156927)","Coupler Detached (LGR S/N: 20156927)","Stopped (LGR S/N: 20156927)","End Of File (LGR S/N: 20156927)"
1568,05/01/18 05:10:00 AM,8.879,0.0,,,,,
1569,05/01/18 05:20:00 AM,8.779,0.0,,,,,
1570,05/01/18 05:30:00 AM,8.779,86.1,,,,,
1571,05/01/18 05:40:00 AM,8.879,322.9,,,,,
1572,05/01/18 05:50:00 AM,8.879,688.9,,,,,
1573,05/01/18 06:00:00 AM,8.779,1108.7,,,,,
1574,05/01/18 06:10:00 AM,8.779,1463.9,,,,,
1575,05/01/18 06:20:00 AM,8.879,1808.3,,,,,
1576,05/01/18 06:30:00 AM,8.879,2152.8,,,,,
1577,05/01/18 06:40:00 AM,8.879,2497.2,,,,,
1578,05/01/18 06:50:00 AM,8.978,2755.6,,,,,
1579,05/01/18 07:00:00 AM,8.978,3100.0,,,,,
1580,05/01/18 07:10:00 AM,9.077,3272.2,,,,,
1581,05/01/18 07:20:00 AM,9.176,3788.9,,,,,
1582,05/01/18 07:30:00 AM,9.373,6200.0,,,,,
1583,05/01/18 07:40:00 AM,9.571,7233.4,,,,,
1584,05/01/18 07:50:00 AM,9.669,7577.8,,,,,
1585,05/01/18 08:00:00 AM,9.866,8266.7,,,,,
1586,05/01/18 08:10:00 AM,9.965,9300.1,,,,,
1587,05/01/18 08:20:00 AM,10.357,9644.5,,,,,
1588,05/01/18 08:30:00 AM,11.236,11711.2,,,,,
1589,05/01/18 08:40:00 AM,14.613,15155.7,,,,,
1590,05/01/18 08:50:00 AM,14.421,13777.9,,,,,
1591,05/01/18 09:00:00 AM,13.750,14466.8,,,,,
1592,05/01/18 09:10:00 AM,15.569,15844.5,,,,,
1593,05/01/18 09:20:00 AM,14.996,14466.8,,,,,
1594,05/01/18 09:30:00 AM,13.076,14466.8,,,,,
1595,05/01/18 09:40:00 AM,18.045,22044.6,,,,,
1596,05/01/18 09:50:00 AM,18.140,19289.0,,,,,
1597,05/01/18 10:00:00 AM,18.901,19977.9,,,,,
1598,05/01/18 10:10:00 AM,20.424,24800.2,,,,,
1599,05/01/18 10:20:00 AM,21.091,27555.7,,,,,
1600,05/01/18 10:30:00 AM,21.282,30311.3,,,,,
1601,05/01/18 10:40:00 AM,21.187,33066.9,,,,,
1602,05/01/18 10:50:00 AM,20.996,34444.7,,,,,
1603,05/01/18 11:00:00 AM,21.282,38578.0,,,,,
1604,05/01/18 11:10:00 AM,22.046,44089.2,,,,,
1605,05/01/18 11:20:00 AM,21.855,42711.4,,,,,
1606,05/01/18 11:30:00 AM,22.046,46844.8,,,,,
1607,05/01/18 11:40:00 AM,23.484,52355.9,,,,,
1608,05/01/18 11:50:00 AM,22.621,63378.2,,,,,
1609,05/01/18 12:00:00 PM,23.100,55111.5,,,,,
1610,05/01/18 12:10:00 PM,22.717,63378.2,,,,,
1611,05/01/18 12:20:00 PM,23.388,66133.8,,,,,
1612,05/01/18 12:30:00 PM,23.677,71644.9,,,,,
1613,05/01/18 12:40:00 PM,24.738,77156.1,,,,,
1614,05/01/18 12:50:00 PM,24.545,82667.2,,,,,
1615,05/01/18 01:00:00 PM,24.545,88178.4,,,,,
1616,05/01/18 01:10:00 PM,23.292,93689.5,,,,,
1617,05/01/18 01:20:00 PM,24.255,99200.7,,,,,
1618,05/01/18 01:30:00 PM,25.513,104711.8,,,,,
1619,05/01/18 01:40:00 PM,24.931,104711.8,,,,,
1620,05/01/18 01:50:00 PM,24.158,110223.0,,,,,
1621,05/01/18 02:00:00 PM,24.931,115734.1,,,,,
1622,05/01/18 02:10:00 PM,24.835,121245.2,,,,,
1623,05/01/18 02:20:00 PM,24.641,126756.4,,,,,
1624,05/01/18 02:30:00 PM,24.351,126756.4,,,,,
1625,05/01/18 02:40:00 PM,24.255,132267.5,,,,,
1626,05/01/18 02:50:00 PM,23.966,38578.0,,,,,
1627,05/01/18 03:00:00 PM,19.282,88178.4,,,,,
1628,05/01/18 03:10:00 PM,22.525,143289.8,,,,,
1629,05/01/18 03:20:00 PM,24.062,148801.0,,,,,
1630,05/01/18 03:30:00 PM,20.043,66133.8,,,,,
1631,05/01/18 03:40:00 PM,15.760,28933.5,,,,,
1632,05/01/18 03:50:00 PM,13.750,19289.0,,,,,
1633,05/01/18 04:00:00 PM,12.594,14466.8,,,,,
1634,05/01/18 04:10:00 PM,12.304,11022.3,,,,,
1635,05/01/18 04:20:00 PM,11.916,10333.4,,,,,
1636,05/01/18 04:30:00 PM,11.625,9300.1,,,,,
1637,05/01/18 04:40:00 PM,11.431,8266.7,,,,,
1638,05/01/18 04:50:00 PM,12.110,10677.8,,,,,
1639,05/01/18 05:00:00 PM,12.401,21355.7,,,,,
1640,05/01/18 05:10:00 PM,13.076,27555.7,,,,,
1641,05/01/18 05:20:00 PM,12.690,28933.5,,,,,
1642,05/01/18 05:30:00 PM,11.722,15155.7,,,,,
1643,05/01/18 05:40:00 PM,11.431,15155.7,,,,,
1644,05/01/18 05:50:00 PM,11.139,10333.4,,,,,
1645,05/01/18 06:00:00 PM,10.944,9300.1,,,,,
1646,05/01/18 06:10:00 PM,10.651,6544.5,,,,,
1647,05/01/18 06:20:00 PM,10.651,6200.0,,,,,
1648,05/01/18 06:30:00 PM,10.455,6200.0,,,,,
1649,05/01/18 06:40:00 PM,10.357,7233.4,,,,,
1650,05/01/18 06:50:00 PM,10.161,6200.0,,,,,
1651,05/01/18 07:00:00 PM,10.063,5166.7,,,,,
1652,05/01/18 07:10:00 PM,9.965,3961.1,,,,,
1653,05/01/18 07:20:00 PM,9.768,1636.1,,,,,
1654,05/01/18 07:30:00 PM,9.669,452.1,,,,,
1655,05/01/18 07:40:00 PM,9.571,64.6,,,,,
1656,05/01/18 07:50:00 PM,13.076,32.3,,,,,
1657,05/01/18 08:00:00 PM,17.284,0.0,,,,,
1658,05/01/18 08:10:00 PM,18.045,0.0,,,,,
1659,05/01/18 08:20:00 PM,18.616,0.0,,,,,
1660,05/01/18 08:30:00 PM,18.996,0.0,,,,,
1661,05/01/18 08:40:00 PM,19.187,0.0,,,,,
1662,05/01/18 08:50:00 PM,19.187,0.0,,,,,
1663,05/01/18 09:00:00 PM,19.282,0.0,,,,,
1664,05/01/18 09:10:00 PM,19.472,0.0,,,,,
1665,05/01/18 09:20:00 PM,19.282,0.0,,,,,
1666,05/01/18 09:30:00 PM,19.092,0.0,,,,,
1667,05/01/18 09:40:00 PM,18.901,0.0,,,,,
1668,05/01/18 09:50:00 PM,18.901,0.0,,,,,
1669,05/01/18 10:00:00 PM,19.092,0.0,,,,,
1670,05/01/18 10:10:00 PM,19.282,0.0,,,,,
1671,05/01/18 10:20:00 PM,19.377,0.0,,,,,
1672,05/01/18 10:30:00 PM,19.377,0.0,,,,,
1673,05/01/18 10:40:00 PM,19.377,0.0,,,,,
1674,05/01/18 10:50:00 PM,19.377,0.0,,,,,
1675,05/01/18 11:00:00 PM,19.187,0.0,,,,,
1676,05/01/18 11:10:00 PM,19.092,0.0,,,,,
1677,05/01/18 11:20:00 PM,18.996,0.0,,,,,
1678,05/01/18 11:30:00 PM,18.996,0.0,,,,,
1679,05/01/18 11:40:00 PM,18.901,0.0,,,,,
1680,05/01/18 11:50:00 PM,18.711,0.0,,,,,
1681,05/02/18 12:00:00 AM,18.521,0.0,,,,,
1682,05/02/18 12:10:00 AM,18.236,0.0,,,,,
1683,05/02/18 12:20:00 AM,17.950,0.0,,,,,
1684,05/02/18 12:30:00 AM,17.665,0.0,,,,,
1685,05/02/18 12:40:00 AM,17.379,0.0,,,,,
1686,05/02/18 12:50:00 AM,17.094,0.0,,,,,
1687,05/02/18 01:00:00 AM,16.808,0.0,,,,,
1688,05/02/18 01:10:00 AM,16.427,0.0,,,,,
1689,05/02/18 01:20:00 AM,16.141,0.0,,,,,
1690,05/02/18 01:30:00 AM,15.855,0.0,,,,,
1691,05/02/18 01:40:00 AM,15.473,0.0,,,,,
1692,05/02/18 01:50:00 AM,15.187,0.0,,,,,
1693,05/02/18 02:00:00 AM,14.804,0.0,,,,,
1694,05/02/18 02:10:00 AM,14.517,0.0,,,,,
1695,05/02/18 02:20:00 AM,14.230,0.0,,,,,
1696,05/02/18 02:30:00 AM,13.846,0.0,,,,,
1697,05/02/18 02:40:00 AM,13.558,0.0,,,,,
1698,05/02/18 02:50:00 AM,13.269,0.0,,,,,
1699,05/02/18 03:00:00 AM,12.980,0.0,,,,,
1700,05/02/18 03:10:00 AM,12.690,0.0,,,,,
1701,05/02/18 03:20:00 AM,12.401,0.0,,,,,
1702,05/02/18 03:30:00 AM,12.110,0.0,,,,,
1703,05/02/18 03:40:00 AM,11.916,0.0,,,,,
1704,05/02/18 03:50:00 AM,11.625,0.0,,,,,
1705,05/02/18 04:00:00 AM,11.431,0.0,,,,,
1706,05/02/18 04:10:00 AM,11.139,0.0,,,,,
1707,05/02/18 04:20:00 AM,10.846,0.0,,,,,
1708,05/02/18 04:30:00 AM,10.651,0.0,,,,,
1709,05/02/18 04:40:00 AM,10.357,0.0,,,,,
1710,05/02/18 04:50:00 AM,10.161,0.0,,,,,
1711,05/02/18 05:00:00 AM,9.866,0.0,,,,,
1712,05/02/18 05:10:00 AM,9.669,0.0,,,,,
1713,05/02/18 05:20:00 AM,9.472,0.0,,,,,
1714,05/02/18 05:30:00 AM,9.275,0.0,,,,,
1715,05/02/18 05:40:00 AM,9.077,0.0,,,,,
1716,05/02/18 05:50:00 AM,8.879,0.0,,,,,
1717,05/02/18 06:00:00 AM,8.680,0.0,,,,,
1718,05/02/18 06:10:00 AM,8.581,0.0,,,,,
1719,05/02/18 06:20:00 AM,8.382,0.0,,,,,
1720,05/02/18 06:30:00 AM,8.182,0.0,,,,,
1721,05/02/18 06:40:00 AM,8.082,0.0,,,,,
1722,05/02/18 06:50:00 AM,7.983,0.0,,,,,
1723,05/02/18 07:00:00 AM,7.882,0.0,,,,,
1724,05/02/18 07:10:00 AM,7.782,0.0,,,,,
1725,05/02/18 07:20:00 AM,7.682,0.0,,,,,
1726,05/02/18 07:30:00 AM,7.582,0.0,,,,,
1727,05/02/18 07:40:00 AM,7.582,0.0,,,,,
1728,05/02/18 07:50:00 AM,7.481,0.0,,,,,
1729,05/02/18 08:00:00 AM,7.481,0.0,,,,,
1730,05/02/18 08:10:00 AM,7.481,0.0,,,,,
1731,05/02/18 08:20:00 AM,7.481,0.0,,,,,
1732,05/02/18 08:30:00 AM,7.682,0.0,,,,,
1733,05/02/18 08:40:00 AM,7.882,0.0,,,,,
1734,05/02/18 08:50:00 AM,8.182,21.5,,,,,
1735,05/02/18 09:00:00 AM,8.581,290.6,,,,,
1736,05/02/18 09:10:00 AM,9.176,312.2,,,,,
1737,05/02/18 09:20:00 AM,9.866,86.1,,,,,
1738,05/02/18 09:30:00 AM,10.651,0.0,,,,,
1739,05/02/18 09:40:00 AM,11.528,172.2,,,,,
1740,05/02/18 09:50:00 AM,12.304,0.0,,,,,
1741,05/02/18 10:00:00 AM,13.173,0.0,,,,,
1742,05/02/18 10:10:00 AM,13.942,0.0,,,,,
1743,05/02/18 10:20:00 AM,14.709,0.0,,,,,
1744,05/02/18 10:30:00 AM,15.378,0.0,,,,,
1745,05/02/18 10:40:00 AM,15.951,0.0,,,,,
1746,05/02/18 10:50:00 AM,16.523,0.0,,,,,
1747,05/02/18 11:00:00 AM,16.999,0.0,,,,,
1748,05/02/18 11:10:00 AM,17.475,0.0,,,,,
1749,05/02/18 11:20:00 AM,17.950,0.0,,,,,
1750,05/02/18 11:30:00 AM,18.236,86.1,,,,,
1751,05/02/18 11:40:00 AM,18.521,150.7,,,,,
1752,05/02/18 11:50:00 AM,19.187,2066.7,,,,,
1753,05/02/18 12:00:00 PM,19.948,473.6,,,,,
1754,05/02/18 12:10:00 PM,20.615,850.4,,,,,
1755,05/02/18 12:20:00 PM,21.282,43.1,,,,,
1756,05/02/18 12:30:00 PM,21.951,0.0,,,,,
1757,05/02/18 12:40:00 PM,22.238,0.0,,,,,
1758,05/02/18 12:50:00 PM,22.429,0.0,,,,,
1759,05/02/18 01:00:00 PM,22.621,0.0,,,,,
1760,05/02/18 01:10:00 PM,22.717,0.0,,,,,
1761,05/02/18 01:20:00 PM,22.908,0.0,,,,,
1762,05/02/18 01:30:00 PM,23.100,10.8,,,,,
1763,05/02/18 01:40:00 PM,23.292,0.0,,,,,
1764,05/02/18 01:50:00 PM,23.484,0.0,,,,,
1765,05/02/18 02:00:00 PM,23.677,10.8,,,,,
1766,05/02/18 02:10:00 PM,23.773,0.0,,,,,
1767,05/02/18 02:20:00 PM,23.869,0.0,,,,,
1768,05/02/18 02:30:00 PM,23.966,0.0,,,,,
1769,05/02/18 02:40:00 PM,24.158,75.3,,,,,
1770,05/02/18 02:50:00 PM,24.158,0.0,,,,,
1771,05/02/18 03:00:00 PM,24.158,0.0,,,,,
1772,05/02/18 03:10:00 PM,24.062,635.1,,,,,
1773,05/02/18 03:20:00 PM,23.869,742.7,,,,,
1774,05/02/18 03:30:00 PM,23.869,861.1,,,,,
1775,05/02/18 03:40:00 PM,23.966,0.0,,,,,
1776,05/02/18 03:50:00 PM,24.158,0.0,,,,,
1777,05/02/18 04:00:00 PM,24.448,0.0,,,,,
1778,05/02/18 04:10:00 PM,24.641,204.5,,,,,
1779,05/02/18 04:20:00 PM,24.738,129.2,,,,,
1780,05/02/18 04:30:00 PM,24.641,0.0,,,,,
1781,05/02/18 04:40:00 PM,24.545,0.0,,,,,
1782,05/02/18 04:50:00 PM,24.835,139.9,,,,,
1783,05/02/18 05:00:00 PM,25.125,118.4,,,,,
1784,05/02/18 05:10:00 PM,25.319,107.6,,,,,
1785,05/02/18 05:20:00 PM,25.513,53.8,,,,,
1786,05/02/18 05:30:00 PM,25.610,139.9,,,,,
1787,05/02/18 05:40:00 PM,25.708,0.0,,,,,
1788,05/02/18 05:50:00 PM,25.610,0.0,,,,,
1789,05/02/18 06:00:00 PM,25.513,0.0,,,,,
1790,05/02/18 06:10:00 PM,25.610,0.0,,,,,
1791,05/02/18 06:20:00 PM,25.708,0.0,,,,,
1792,05/02/18 06:30:00 PM,25.610,0.0,,,,,
1793,05/02/18 06:40:00 PM,25.708,0.0,,,,,
1794,05/02/18 06:50:00 PM,25.610,0.0,,,,,
1795,05/02/18 07:00:00 PM,25.610,0.0,,,,,
1796,05/02/18 07:10:00 PM,25.513,0.0,,,,,
1797,05/02/18 07:20:00 PM,25.319,0.0,,,,,
1798,05/02/18 07:30:00 PM,24.931,0.0,,,,,
1799,05/02/18 07:40:00 PM,24.448,0.0,,,,,
1800,05/02/18 07:50:00 PM,23.966,0.0,,,,,
1801,05/02/18 08:00:00 PM,23.388,0.0,,,,,
1802,05/02/18 08:10:00 PM,23.004,0.0,,,,,
1803,05/02/18 08:20:00 PM,22.812,0.0,,,,,
1804,05/02/18 08:30:00 PM,22.812,0.0,,,,,
1805,05/02/18 08:40:00 PM,22.812,0.0,,,,,
1806,05/02/18 08:50:00 PM,22.717,0.0,,,,,
1807,05/02/18 09:00:00 PM,22.812,0.0,,,,,
1808,05/02/18 09:10:00 PM,22.908,0.0,,,,,
1809,05/02/18 09:20:00 PM,23.004,0.0,,,,,
1810,05/02/18 09:30:00 PM,23.100,0.0,,,,,
1811,05/02/18 09:40:00 PM,23.100,0.0,,,,,
1812,05/02/18 09:50:00 PM,22.908,0.0,,,,,
1813,05/02/18 10:00:00 PM,22.717,0.0,,,,,
1814,05/02/18 10:10:00 PM,22.429,0.0,,,,,
1815,05/02/18 10:20:00 PM,22.429,0.0,,,,,
1816,05/02/18 10:30:00 PM,22.429,0.0,,,,,
1817,05/02/18 10:40:00 PM,22.429,0.0,,,,,
1818,05/02/18 10:50:00 PM,22.333,0.0,,,,,
1819,05/02/18 11:00:00 PM,22.333,0.0,,,,,
1820,05/02/18 11:10:00 PM,22.333,0.0,,,,,
1821,05/02/18 11:20:00 PM,22.238,0.0,,,,,
1822,05/02/18 11:30:00 PM,22.142,0.0,,,,,
1823,05/02/18 11:40:00 PM,22.142,0.0,,,,,
1824,05/02/18 11:50:00 PM,22.142,0.0,,,,,
1825,05/03/18 12:00:00 AM,22.046,0.0,,,,,
1826,05/03/18 12:10:00 AM,22.046,0.0,,,,,
1827,05/03/18 12:20:00 AM,21.951,0.0,,,,,
1828,05/03/18 12:30:00 AM,21.855,0.0,,,,,
1829,05/03/18 12:40:00 AM,21.760,0.0,,,,,
1830,05/03/18 12:50:00 AM,21.760,0.0,,,,,
1831,05/03/18 01:00:00 AM,21.664,0.0,,,,,
1832,05/03/18 01:10:00 AM,21.664,0.0,,,,,
1833,05/03/18 01:20:00 AM,21.664,0.0,,,,,
1834,05/03/18 01:30:00 AM,21.760,0.0,,,,,
1835,05/03/18 01:40:00 AM,21.760,0.0,,,,,
1836,05/03/18 01:50:00 AM,21.760,0.0,,,,,
1837,05/03/18 02:00:00 AM,21.664,0.0,,,,,
1838,05/03/18 02:10:00 AM,21.664,0.0,,,,,
1839,05/03/18 02:20:00 AM,21.569,0.0,,,,,
1840,05/03/18 02:30:00 AM,21.473,0.0,,,,,
1841,05/03/18 02:40:00 AM,21.378,0.0,,,,,
1842,05/03/18 02:50:00 AM,21.282,0.0,,,,,
1843,05/03/18 03:00:00 AM,20.996,0.0,,,,,
1844,05/03/18 03:10:00 AM,20.805,0.0,,,,,
1845,05/03/18 03:20:00 AM,20.519,0.0,,,,,
1846,05/03/18 03:30:00 AM,20.329,0.0,,,,,
1847,05/03/18 03:40:00 AM,20.138,0.0,,,,,
1848,05/03/18 03:50:00 AM,19.948,0.0,,,,,
1849,05/03/18 04:00:00 AM,19.758,0.0,,,,,
1850,05/03/18 04:10:00 AM,19.567,0.0,,,,,
1851,05/03/18 04:20:00 AM,19.377,0.0,,,,,
1852,05/03/18 04:30:00 AM,19.282,0.0,,,,,
1853,05/03/18 04:40:00 AM,19.187,0.0,,,,,
1854,05/03/18 04:50:00 AM,18.996,0.0,,,,,
1855,05/03/18 05:00:00 AM,18.901,0.0,,,,,
1856,05/03/18 05:10:00 AM,18.806,0.0,,,,,
1857,05/03/18 05:20:00 AM,18.711,0.0,,,,,
1858,05/03/18 05:30:00 AM,18.521,0.0,,,,,
1859,05/03/18 05:40:00 AM,18.426,0.0,,,,,
1860,05/03/18 05:50:00 AM,18.236,0.0,,,,,
1861,05/03/18 06:00:00 AM,18.140,0.0,,,,,
1862,05/03/18 06:10:00 AM,18.045,0.0,,,,,
1863,05/03/18 06:20:00 AM,17.950,0.0,,,,,
1864,05/03/18 06:30:00 AM,17.855,0.0,,,,,
1865,05/03/18 06:40:00 AM,17.760,0.0,,,,,
1866,05/03/18 06:50:00 AM,17.665,0.0,,,,,
1867,05/03/18 07:00:00 AM,17.665,0.0,,,,,
1868,05/03/18 07:10:00 AM,17.665,53.8,,,,,
1869,05/03/18 07:20:00 AM,17.665,43.1,,,,,
1870,05/03/18 07:30:00 AM,17.760,10.8,,,,,
1871,05/03/18 07:40:00 AM,17.855,43.1,,,,,
1872,05/03/18 07:50:00 AM,17.950,43.1,,,,,
1873,05/03/18 08:00:00 AM,18.140,43.1,,,,,
1874,05/03/18 08:10:00 AM,18.521,107.6,,,,,
1875,05/03/18 08:20:00 AM,18.901,96.9,,,,,
1876,05/03/18 08:30:00 AM,19.282,150.7,,,,,
1877,05/03/18 08:40:00 AM,19.567,64.6,,,,,
1878,05/03/18 08:50:00 AM,19.853,0.0,,,,,
1879,05/03/18 09:00:00 AM,20.138,0.0,,,,,
1880,05/03/18 09:10:00 AM,20.424,0.0,,,,,
1881,05/03/18 09:20:00 AM,20.710,0.0,,,,,
1882,05/03/18 09:30:00 AM,20.996,0.0,,,,,
1883,05/03/18 09:40:00 AM,21.282,0.0,,,,,
1884,05/03/18 09:50:00 AM,21.473,0.0,,,,,
1885,05/03/18 10:00:00 AM,21.664,0.0,,,,,
1886,05/03/18 10:10:00 AM,22.046,43.1,,,,,
1887,05/03/18 10:20:00 AM,22.429,53.8,,,,,
1888,05/03/18 10:30:00 AM,22.717,96.9,,,,,
1889,05/03/18 10:40:00 AM,23.100,0.0,,,,,
1890,05/03/18 10:50:00 AM,23.388,0.0,,,,,
1891,05/03/18 11:00:00 AM,23.677,0.0,,,,,
1892,05/03/18 11:10:00 AM,23.869,0.0,,,,,
1893,05/03/18 11:20:00 AM,24.062,0.0,,,,,
1894,05/03/18 11:30:00 AM,24.158,0.0,,,,,
1895,05/03/18 11:40:00 AM,24.255,96.9,,,,,
1896,05/03/18 11:50:00 AM,24.158,86.1,,,,,
1897,05/03/18 12:00:00 PM,23.966,0.0,,,,,
1898,05/03/18 12:10:00 PM,23.966,0.0,,,,,
1899,05/03/18 12:20:00 PM,24.158,86.1,,,,,
1900,05/03/18 12:30:00 PM,24.545,0.0,,,,,
1901,05/03/18 12:40:00 PM,24.738,0.0,,,,,
1902,05/03/18 12:50:00 PM,24.738,0.0,,,,,
1903,05/03/18 01:00:00 PM,24.835,0.0,,,,,
1904,05/03/18 01:10:00 PM,24.931,0.0,,,,,
1905,05/03/18 01:20:00 PM,25.125,0.0,,,,,
1906,05/03/18 01:30:00 PM,25.319,0.0,,,,,
1907,05/03/18 01:40:00 PM,25.416,0.0,,,,,
1908,05/03/18 01:50:00 PM,25.610,0.0,,,,,
1909,05/03/18 02:00:00 PM,25.805,0.0,,,,,
1910,05/03/18 02:10:00 PM,25.902,0.0,,,,,
1911,05/03/18 02:20:00 PM,25.902,0.0,,,,,
1912,05/03/18 02:30:00 PM,25.805,0.0,,,,,
1913,05/03/18 02:40:00 PM,25.610,0.0,,,,,
1914,05/03/18 02:50:00 PM,25.319,0.0,,,,,
1915,05/03/18 03:00:00 PM,24.931,0.0,,,,,
1916,05/03/18 03:10:00 PM,24.738,0.0,,,,,
1917,05/03/18 03:20:00 PM,24.545,0.0,,,,,
1918,05/03/18 03:30:00 PM,24.351,0.0,,,,,
1919,05/03/18 03:40:00 PM,24.255,0.0,,,,,
1920,05/03/18 03:50:00 PM,24.158,0.0,,,,,
1921,05/03/18 04:00:00 PM,24.158,0.0,,,,,
1922,05/03/18 04:10:00 PM,24.255,0.0,,,,,
1923,05/03/18 04:20:00 PM,24.351,0.0,,,,,
1924,05/03/18 04:30:00 PM,24.351,0.0,,,,,
1925,05/03/18 04:40:00 PM,24.351,0.0,,,,,
1926,05/03/18 04:50:00 PM,24.448,0.0,,,,,
1927,05/03/18 05:00:00 PM,24.448,0.0,,,,,
1928,05/03/18 05:10:00 PM,24.255,0.0,,,,,
1929,05/03/18 05:20:00 PM,24.062,0.0,,,,,
1930,05/03/18 05:30:00 PM,23.869,0.0,,,,,
1931,05/03/18 05:40:00 PM,23.773,0.0,,,,,
1932,05/03/18 05:50:00 PM,23.581,0.0,,,,,
1933,05/03/18 06:00:00 PM,23.388,0.0,,,,,
1934,05/03/18 06:10:00 PM,23.196,0.0,,,,,
1935,05/03/18 06:20:00 PM,23.004,0.0,,,,,
1936,05/03/18 06:30:00 PM,22.812,0.0,,,,,
1937,05/03/18 06:40:00 PM,22.621,0.0,,,,,
1938,05/03/18 06:50:00 PM,22.525,0.0,,,,,
1939,05/03/18 07:00:00 PM,22.525,0.0,,,,,
1940,05/03/18 07:10:00 PM,22.525,0.0,,,,,
1941,05/03/18 07:20:00 PM,22.525,0.0,,,,,
1942,05/03/18 07:30:00 PM,22.333,0.0,,,,,
1943,05/03/18 07:40:00 PM,21.951,0.0,,,,,
1944,05/03/18 07:50:00 PM,21.569,0.0,,,,,
1945,05/03/18 08:00:00 PM,20.996,0.0,,,,,
1946,05/03/18 08:10:00 PM,20.519,0.0,,,,,
1947,05/03/18 08:20:00 PM,20.138,0.0,,,,,
1948,05/03/18 08:30:00 PM,19.948,0.0,,,,,
1949,05/03/18 08:40:00 PM,19.758,0.0,,,,,
1950,05/03/18 08:50:00 PM,19.662,0.0,,,,,
1951,05/03/18 09:00:00 PM,19.567,0.0,,,,,
1952,05/03/18 09:10:00 PM,19.567,0.0,,,,,
1953,05/03/18 09:20:00 PM,19.567,0.0,,,,,
1954,05/03/18 09:30:00 PM,19.567,0.0,,,,,
1955,05/03/18 09:40:00 PM,19.567,0.0,,,,,
1956,05/03/18 09:50:00 PM,19.662,0.0,,,,,
1957,05/03/18 10:00:00 PM,19.853,0.0,,,,,
1958,05/03/18 10:10:00 PM,19.853,0.0,,,,,
1959,05/03/18 10:20:00 PM,19.853,0.0,,,,,
1960,05/03/18 10:30:00 PM,19.948,0.0,,,,,
1961,05/03/18 10:40:00 PM,19.853,0.0,,,,,
1962,05/03/18 10:50:00 PM,19.853,0.0,,,,,
1963,05/03/18 11:00:00 PM,19.853,0.0,,,,,
1964,05/03/18 11:10:00 PM,19.758,0.0,,,,,
1965,05/03/18 11:20:00 PM,19.567,0.0,,,,,
1966,05/03/18 11:30:00 PM,19.567,0.0,,,,,
1967,05/03/18 11:40:00 PM,19.377,0.0,,,,,
1968,05/03/18 11:50:00 PM,19.472,0.0,,,,,
1969,05/04/18 12:00:00 AM,19.472,0.0,,,,,
1970,05/04/18 12:10:00 AM,19.377,0.0,,,,,
1971,05/04/18 12:20:00 AM,19.282,0.0,,,,,
1972,05/04/18 12:30:00 AM,19.282,0.0,,,,,
1973,05/04/18 12:40:00 AM,19.187,0.0,,,,,
1974,05/04/18 12:50:00 AM,19.187,0.0,,,,,
1975,05/04/18 01:00:00 AM,19.092,0.0,,,,,
1976,05/04/18 01:10:00 AM,19.092,0.0,,,,,
1977,05/04/18 01:20:00 AM,19.092,0.0,,,,,
1978,05/04/18 01:30:00 AM,18.996,0.0,,,,,
1979,05/04/18 01:40:00 AM,18.901,0.0,,,,,
1980,05/04/18 01:50:00 AM,18.901,0.0,,,,,
1981,05/04/18 02:00:00 AM,18.806,0.0,,,,,
1982,05/04/18 02:10:00 AM,18.711,0.0,,,,,
1983,05/04/18 02:20:00 AM,18.711,0.0,,,,,
1984,05/04/18 02:30:00 AM,18.616,0.0,,,,,
1985,05/04/18 02:40:00 AM,18.521,0.0,,,,,
1986,05/04/18 02:50:00 AM,18.426,0.0,,,,,
1987,05/04/18 03:00:00 AM,18.426,0.0,,,,,
1988,05/04/18 03:10:00 AM,18.331,0.0,,,,,
1989,05/04/18 03:20:00 AM,18.236,0.0,,,,,
1990,05/04/18 03:30:00 AM,18.140,0.0,,,,,
1991,05/04/18 03:40:00 AM,18.045,0.0,,,,,
1992,05/04/18 03:50:00 AM,17.950,0.0,,,,,
1993,05/04/18 04:00:00 AM,17.855,0.0,,,,,
1994,05/04/18 04:10:00 AM,17.855,0.0,,,,,
1995,05/04/18 04:20:00 AM,17.760,0.0,,,,,
1996,05/04/18 04:30:00 AM,17.665,0.0,,,,,
1997,05/04/18 04:40:00 AM,17.570,0.0,,,,,
1998,05/04/18 04:50:00 AM,17.475,0.0,,,,,
1999,05/04/18 05:00:00 AM,17.379,0.0,,,,,
2000,05/04/18 05:10:00 AM,17.379,0.0,,,,,
2001,05/04/18 05:20:00 AM,17.284,0.0,,,,,
2002,05/04/18 05:30:00 AM,17.189,0.0,,,,,
2003,05/04/18 05:40:00 AM,17.094,0.0,,,,,
2004,05/04/18 05:50:00 AM,16.999,0.0,,,,,
2005,05/04/18 06:00:00 AM,16.903,0.0,,,,,
2006,05/04/18 06:10:00 AM,16.808,0.0,,,,,
2007,05/04/18 06:20:00 AM,16.808,0.0,,,,,
2008,05/04/18 06:30:00 AM,16.713,0.0,,,,,
2009,05/04/18 06:40:00 AM,16.713,0.0,,,,,
