"deploymentID", "expedition", "timestamp", "loggerName", "variable", "value", "siteID", "siteName", "x", "y", "startTime", "endTime"
55,"VjosaSpring2018",1524712800,"pig","air temperature",10.357,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524712800,"pig","light intensity",0.0,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524713400,"pig","air temperature",10.259,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524713400,"pig","light intensity",43.1,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524714000,"pig","air temperature",10.259,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524714000,"pig","light intensity",279.9,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524714600,"pig","air temperature",10.357,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524714600,"pig","light intensity",796.5,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524715200,"pig","air temperature",10.455,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524715200,"pig","light intensity",1550.0,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524715800,"pig","air temperature",10.553,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524715800,"pig","light intensity",2325.0,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524716400,"pig","air temperature",10.553,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524716400,"pig","light intensity",3100.0,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524717000,"pig","air temperature",10.748,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524717000,"pig","light intensity",3788.9,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524717600,"pig","air temperature",10.651,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524717600,"pig","light intensity",4994.5,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524718200,"pig","air temperature",10.748,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524718200,"pig","light intensity",5511.1,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524718800,"pig","air temperature",12.401,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524718800,"pig","light intensity",10333.4,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524719400,"pig","air temperature",13.942,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524719400,"pig","light intensity",11022.3,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524720000,"pig","air temperature",14.134,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524720000,"pig","light intensity",13089.0,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524720600,"pig","air temperature",14.9,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524720600,"pig","light intensity",14466.8,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524721200,"pig","air temperature",15.855,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524721200,"pig","light intensity",15155.7,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524721800,"pig","air temperature",16.999,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524721800,"pig","light intensity",16533.4,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524722400,"pig","air temperature",17.475,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524722400,"pig","light intensity",16533.4,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524723000,"pig","air temperature",17.76,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524723000,"pig","light intensity",14466.8,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524723600,"pig","air temperature",18.616,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524723600,"pig","light intensity",19977.9,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524724200,"pig","air temperature",18.996,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524724200,"pig","light intensity",20666.8,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524724800,"pig","air temperature",19.472,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524724800,"pig","light intensity",22044.6,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524725400,"pig","air temperature",20.996,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524725400,"pig","light intensity",27555.7,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524726000,"pig","air temperature",22.333,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524726000,"pig","light intensity",28933.5,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524726600,"pig","air temperature",23.196,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524726600,"pig","light intensity",30311.3,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524727200,"pig","air temperature",23.966,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524727200,"pig","light intensity",31689.1,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524727800,"pig","air temperature",25.222,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524727800,"pig","light intensity",34444.7,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524728400,"pig","air temperature",26.781,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524728400,"pig","light intensity",37200.2,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524729000,"pig","air temperature",27.764,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524729000,"pig","light intensity",41333.6,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524729600,"pig","air temperature",28.754,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524729600,"pig","light intensity",46844.8,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524730200,"pig","air temperature",28.953,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524730200,"pig","light intensity",52355.9,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524730800,"pig","air temperature",30.862,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524730800,"pig","light intensity",57867.0,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524731400,"pig","air temperature",31.268,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524731400,"pig","light intensity",63378.2,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524732000,"pig","air temperature",31.268,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524732000,"pig","light intensity",68889.3,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524732600,"pig","air temperature",32.704,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524732600,"pig","light intensity",74400.5,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
55,"VjosaSpring2018",1524733200,"pig","air temperature",31.778,15,26,20.4116078763797,40.2162618254705,1524677040.0,1525183200.0
